time,bidPrice,offerPrice
00:38:26.000,1.11932,1.11939
00:38:44.000,1.11934,1.11941
00:38:48.000,1.11933,1.1194
00:38:50.000,1.11933,1.1194
00:38:59.000,1.11933,1.1194
00:39:02.000,1.11933,1.1194
00:39:03.000,1.11942,1.11949
00:39:04.000,1.11941,1.11948
00:39:11.000,1.11943,1.1195
00:39:12.000,1.11944,1.11951
00:39:13.000,1.11943,1.1195
00:39:20.000,1.11941,1.11948
00:39:23.000,1.11942,1.11949
00:39:24.000,1.11941,1.11948
00:39:27.000,1.11943,1.1195
00:40:04.000,1.11942,1.11949
00:40:07.000,1.11941,1.11948
00:40:13.000,1.11935,1.11942
00:40:14.000,1.11933,1.1194
00:40:20.000,1.11929,1.11936
00:40:21.000,1.11932,1.11939
00:40:22.000,1.11931,1.11938
00:40:23.000,1.11931,1.11938
00:40:26.000,1.11932,1.11939
00:40:27.000,1.11931,1.11938
00:40:28.000,1.1193,1.11937
00:40:29.000,1.11931,1.11938
00:40:31.000,1.11932,1.11939
00:40:36.000,1.11933,1.1194
00:40:47.000,1.11932,1.11939
00:40:48.000,1.11932,1.11939
00:40:59.000,1.11935,1.11942
00:41:06.000,1.11936,1.11943
00:41:07.000,1.11943,1.1195
00:41:22.000,1.11953,1.1196
00:41:23.000,1.11952,1.11959
00:41:27.000,1.11953,1.1196
00:41:37.000,1.11952,1.11959
00:41:54.000,1.11953,1.1196
00:42:18.000,1.11936,1.11943
00:42:19.000,1.11941,1.11948
00:42:20.000,1.11943,1.1195
00:42:22.000,1.11943,1.1195
00:42:23.000,1.11944,1.11951
00:42:24.000,1.11943,1.1195
00:42:27.000,1.11944,1.11951
00:42:39.000,1.11942,1.11949
00:42:40.000,1.1194,1.11947
00:42:41.000,1.11939,1.11946
00:42:43.000,1.11936,1.11943
00:42:46.000,1.11935,1.11942
00:42:54.000,1.11934,1.11941
00:43:01.000,1.11935,1.11942
00:43:02.000,1.11932,1.11939
00:43:03.000,1.11932,1.11939
00:43:05.000,1.11934,1.11941
00:43:06.000,1.11937,1.11944
00:43:07.000,1.11934,1.11941
00:43:08.000,1.11935,1.11942
00:43:11.000,1.11942,1.11949
00:43:12.000,1.11935,1.11942
00:43:17.000,1.11939,1.11946
00:43:18.000,1.11942,1.11949
00:43:26.000,1.11942,1.11949
00:43:27.000,1.11943,1.1195
00:43:28.000,1.11944,1.11951
00:43:32.000,1.11943,1.1195
00:44:03.000,1.11933,1.1194
00:44:04.000,1.11934,1.11941
00:44:05.000,1.11933,1.1194
00:44:14.000,1.11942,1.11949
00:44:17.000,1.11942,1.11949
00:44:28.000,1.11937,1.11944
00:44:29.000,1.11935,1.11942
00:44:36.000,1.11934,1.11941
00:44:37.000,1.11933,1.1194
00:44:56.000,1.11928,1.11935
